iter	Passed	Remaining
171	19473	93742
172	19588	93638
173	19701	93527
174	19819	93434
175	19935	93334
176	20053	93245
177	20177	93180
178	20283	93033
179	20399	92929
180	20520	92851
181	20637	92753
182	20758	92674
183	20864	92529
184	20985	92448
185	21093	92311
186	21216	92241
187	21340	92173
188	21457	92074
189	21582	92009
190	21684	91845
191	21788	91694
192	21917	91642
193	22041	91575
194	22143	91413
195	22255	91294
196	22363	91156
197	22481	91061
198	22606	90992
199	22711	90846
200	22833	90766
201	22948	90657
202	23061	90543
203	23177	90437
204	23290	90323
205	23395	90176
206	23501	90030
207	23634	89991
208	23748	89880
209	23856	89746
210	23981	89676
211	24115	89636
212	24236	89548
213	24346	89423
214	24469	89343
215	24598	89282
216	24717	89188
217	24826	89056
218	24935	88924
219	25064	88865
220	25190	88792
221	25303	88677
222	25425	88589
223	25534	88459
224	25635	88298
225	25764	88237
226	25888	88156
227	26013	88080
228	26127	87965
229	26255	87898
230	26382	87827
231	26490	87691
232	26601	87566
233	26719	87466
234	26851	87410
235	26966	87296
236	27080	87183
237	27195	87071
238	27317	86982
239	27426	86849
240	27542	86742
241	27664	86651
242	27794	86587
243	27907	86467
244	28034	86392
245	28157	86303
246	28279	86211
247	28386	86075
248	28512	85997
249	28635	85906
250	28765	85838
251	28879	85722
252	29010	85655
253	29128	85551
254	29253	85467
255	29364	85339
256	29472	85205
257	29599	85128
258	29708	84995
259	29815	84858
260	29917	84709
261	30029	84586
262	30153	84498
263	30253	84342
264	30375	84249
265	30498	84158
266	30626	84079
267	30736	83952
268	30854	83844
269	30979	83759
270	31088	83629
271	31197	83498
272	31307	83372
273	31430	83279
274	31547	83171
275	31666	83068
276	31786	82967
277	31888	82818
278	31995	82683
279	32106	82559
280	32213	82426
281	32327	82309
282	32431	82167
283	32544	82047
284	32647	81905
285	32769	81808
286	32885	81698
287	33011	81611
288	33126	81498
289	33232	81361
290	33351	81259
291	33460	81129
292	33584	81039
293	33706	80940
294	33819	80823
295	33944	80731
296	34063	80628
297	34174	80505
298	34293	80399
299	34399	80264
300	34510	80141
301	34636	80052
302	34759	79958
303	34886	79870
304	34999	79753
305	35113	79636
306	35237	79541
307	35346	79415
308	35462	79302
309	35578	79190
310	35706	79105
311	35820	78988
312	35948	78902
313	36069	78800
314	36194	78708
315	36299	78572
316	36402	78431
317	36522	78328
318	36641	78222
319	36747	78088
320	36856	77960
321	36969	77841
322	37077	77714
323	37182	77578
324	37310	77491
325	37420	77365
326	37536	77253
327	37654	77145
328	37770	77033
329	37888	76925
330	38016	76837
331	38125	76709
332	38236	76588
333	38359	76489
334	38481	76387
335	38593	76267
336	38712	76161
337	38832	76055
338	38944	75935
339	39052	75808
340	39177	75712
341	39297	75608
342	39423	75514
343	39544	75409
344	39663	75303
345	39766	75165
346	39873	75035
347	39997	74938
348	40116	74830
349	40226	74706
350	40333	74577
351	40455	74474
352	40585	74388
353	40693	74259
354	40812	74151
355	40932	74046
356	41044	73925
357	41164	73819
358	41293	73731
359	41401	73603
360	41522	73497
361	41635	73379
362	41744	73254
363	41871	73160
364	41987	73046
365	42114	72951
366	42245	72865
367	42357	72743
368	42463	72614
369	42582	72505
370	42695	72386
371	42803	72260
372	42931	72166
373	43047	72052
374	43161	71935
375	43272	71814
376	43410	71736
377	43545	71653
378	43677	71566
379	43799	71462
380	43937	71383
381	44098	71342
382	44218	71234
383	44354	71151
384	44486	71063
385	44609	70958
386	44744	70873
387	44880	70791
388	45042	70748
389	45209	70712
390	45369	70665
391	45513	70592
392	45657	70519
393	45813	70463
394	45952	70382
395	46099	70313
396	46241	70235
397	46399	70182
398	46539	70100
399	46694	70041
400	46842	69971
401	46988	69898
402	47126	69813
403	47274	69741
404	47410	69652
405	47540	69554
406	47678	69467
407	47817	69382
408	47958	69298
409	48114	69237
410	48247	69142
411	48384	69053
412	48506	68943
413	48629	68832
414	48761	68735
415	48892	68637
416	49019	68533
417	49156	68443
418	49292	68351
419	49429	68259
420	49544	68138
421	49672	68034
422	49781	67905
423	49905	67796
424	50036	67696
425	50181	67615
426	50299	67497
427	50420	67384
428	50537	67265
429	50645	67135
430	50760	67013
431	50884	66903
432	51011	66797
433	51149	66706
434	51276	66599
435	51405	66496
436	51543	66405
437	51667	66294
438	51786	66178
439	51927	66089
440	52065	65997
441	52203	65903
442	52339	65808
443	52483	65722
444	52614	65620
445	52747	65519
446	52903	65448
447	53052	65368
448	53188	65271
449	53309	65156
450	53456	65072
451	53603	64988
452	53755	64910
453	53902	64825
454	54057	64749
455	54190	64648
456	54315	64537
457	54438	64423
458	54561	64309
459	54707	64222
460	54838	64117
461	54977	64020
462	55104	63911
463	55238	63810
464	55378	63714
465	55487	63584
466	55622	63483
467	55753	63377
468	55895	63284
469	56006	63156
470	56115	63025
471	56245	62919
472	56385	62822
473	56521	62721
474	56654	62618
475	56774	62500
476	56901	62389
477	57038	62288
478	57169	62182
479	57292	62067
480	57422	61959
481	57569	61869
482	57709	61772
483	57858	61684
484	58018	61607
485	58138	61488
486	58265	61375
487	58378	61249
488	58504	61137
489	58628	61021
490	58738	60891
491	58875	60790
492	59037	60714
493	59174	60612
494	59307	60505
495	59434	60392
496	59555	60274
497	59705	60184
498	59851	60091
499	59987	59987
500	60101	59861
501	60218	59738
502	60337	59618
503	60477	59517
504	60592	59392
505	60716	59276
506	60851	59171
507	60993	59072
508	61146	58984
509	61298	58894
510	61428	58784
511	61549	58664
512	61668	58543
513	61795	58429
514	61930	58322
515	62064	58215
516	62195	58105
517	62343	58010
518	62469	57895
519	62598	57783
520	62723	57667
521	62856	57558
522	62989	57449
523	63130	57347
524	63282	57255
525	63433	57162
526	63573	57059
527	63708	56951
528	63862	56860
529	63979	56736
530	64108	56623
531	64220	56494
532	64345	56378
533	64466	56257
534	64599	56147
535	64727	56033
536	64862	55924
537	64989	55808
538	65106	55684
539	65215	55554
540	65336	55433
541	65468	55322
542	65586	55198
543	65715	55084
544	65821	54952
545	65951	54838
546	66072	54718
547	66198	54601
548	66325	54485
549	66446	54365
550	66571	54247
551	66705	54138
552	66829	54019
553	66946	53895
554	67069	53776
555	67201	53664
556	67346	53563
557	67468	53442
558	67592	53324
559	67712	53202
560	67832	53081
561	67962	52967
562	68110	52867
563	68247	52758
564	68381	52647
565	68504	52528
566	68626	52408
567	68741	52282
568	68860	52159
569	68998	52051
570	69128	51936
571	69271	51832
572	69379	51701
573	69491	51574
574	69615	51454
575	69750	51344
576	69903	51246
577	70032	51130
578	70176	51026
579	70323	50923
580	70471	50821
581	70590	50699
582	70707	50574
583	70823	50449
584	70955	50336
585	71094	50227
586	71217	50106
587	71347	49992
588	71476	49875
589	71611	49763
590	71746	49651
591	71869	49531
592	71995	49413
593	72149	49314
594	72285	49202
595	72402	49078
596	72555	48977
597	72683	48860
598	72796	48733
599	72922	48615
600	73060	48504
601	73198	48393
602	73342	48286
603	73488	48181
604	73632	48074
605	73765	47959
606	73911	47853
607	74036	47733
608	74174	47622
609	74309	47509
610	74444	47395
611	74571	47277
612	74721	47173
613	74865	47065
614	75009	46956
615	75166	46857
616	75313	46750
617	75455	46641
618	75598	46531
619	75738	46420
620	75871	46304
621	76014	46195
622	76159	46087
623	76302	45976
624	76440	45864
625	76582	45753
626	76722	45641
627	76868	45533
628	77028	45433
629	77179	45327
630	77304	45206
631	77456	45101
632	77589	44984
633	77720	44867
634	77859	44754
635	77988	44635
636	78121	44518
637	78261	44405
638	78395	44289
639	78538	44178
640	78678	44064
641	78819	43952
642	78976	43848
643	79130	43743
644	79274	43631
645	79430	43526
646	79594	43426
647	79737	43313
648	79891	43207
649	80033	43094
650	80194	42992
651	80330	42875
652	80487	42770
653	80645	42665
654	80784	42550
655	80925	42436
656	81063	42321
657	81220	42215
658	81364	42102
659	81508	41989
660	81646	41873
661	81775	41752
662	81920	41640
663	82069	41528
664	82201	41409
665	82335	41291
666	82504	41190
667	82648	41076
668	82801	40967
669	82931	40846
670	83083	40736
671	83218	40618
672	83372	40509
673	83527	40400
674	83693	40296
675	83836	40181
676	84001	40077
677	84163	39971
678	84294	39850
679	84446	39739
680	84598	39628
681	84735	39509
682	84881	39396
683	85014	39275
684	85158	39160
685	85298	39043
686	85457	38934
687	85579	38809
688	85736	38699
689	85874	38581
690	86004	38459
691	86146	38342
692	86295	38229
693	86435	38111
694	86592	38001
695	86751	37891
696	86891	37773
697	87045	37661
698	87177	37539
699	87316	37421
700	87479	37312
701	87622	37195
702	87797	37092
703	87947	36977
704	88087	36859
705	88247	36748
706	88402	36636
707	88535	36514
708	88680	36397
709	88833	36284
710	88984	36169
711	89123	36050
712	89260	35929
713	89392	35807
714	89537	35689
715	89702	35580
716	89844	35461
717	89983	35341
718	90128	35223
719	90286	35111
720	90432	34993
721	90570	34873
722	90707	34752
723	90854	34635
724	91009	34520
725	91157	34403
726	91295	34283
727	91430	34160
728	91557	34035
729	91697	33915
730	91849	33799
731	91993	33680
732	92142	33563
733	92286	33444
734	92442	33329
735	92577	33207
736	92740	33094
737	92895	32979
738	93057	32865
739	93212	32750
740	93346	32627
741	93492	32508
742	93649	32392
743	93788	32271
744	93926	32149
745	94077	32031
746	94230	31914
747	94371	31793
748	94501	31668
749	94643	31547
750	94799	31431
751	94942	31310
752	95083	31189
753	95229	31069
754	95381	30951
755	95515	30827
756	95658	30706
757	95791	30582
758	95948	30465
759	96093	30345
760	96239	30225
761	96384	30104
762	96527	29983
763	96674	29862
764	96833	29746
765	96994	29630
766	97144	29510
767	97287	29389
768	97433	29267
769	97570	29144
770	97710	29021
771	97856	28900
772	97999	28778
773	98152	28659
774	98303	28539
775	98438	28415
776	98577	28291
777	98734	28173
778	98883	28053
779	99029	27931
780	99167	27807
781	99320	27687
782	99482	27570
783	99610	27443
784	99768	27325
785	99894	27197
786	100052	27079
787	100202	26957
788	100337	26832
789	100483	26710
790	100618	26585
791	100759	26462
792	100890	26335
793	101038	26214
794	101185	26091
795	101337	25970
796	101483	25848
797	101635	25727
798	101781	25604
799	101909	25477
800	102062	25356
801	102199	25231
802	102336	25106
803	102479	24982
804	102624	24859
805	102756	24732
806	102905	24610
807	103049	24487
808	103192	24363
809	103338	24239
810	103469	24113
811	103592	23984
812	103720	23856
813	103861	23732
814	104015	23610
815	104151	23485
816	104297	23361
817	104426	23234
818	104571	23110
819	104701	22983
820	104838	22857
821	104980	22732
822	105131	22610
823	105271	22485
824	105408	22359
825	105559	22236
826	105707	22113
827	105862	21990
828	106005	21866
829	106145	21740
830	106298	21617
831	106461	21496
832	106611	21373
833	106764	21250
834	106911	21126
835	107044	20999
836	107196	20875
837	107349	20752
838	107482	20625
839	107644	20503
840	107802	20381
841	107959	20258
842	108118	20136
843	108275	20012
844	108415	19886
845	108572	19763
846	108732	19641
847	108898	19519
848	109076	19399
849	109229	19275
850	109380	19151
851	109532	19026
852	109675	18900
853	109827	18776
854	109978	18651
855	110122	18525
856	110259	18398
857	110413	18273
858	110561	18148
859	110714	18023
860	110860	17897
861	111013	17772
862	111158	17646
863	111298	17519
864	111444	17393
865	111573	17264
866	111728	17139
867	111870	17012
868	112008	16884
869	112151	16758
870	112289	16630
871	112430	16503
872	112597	16380
873	112745	16253
874	112904	16129
875	113041	16001
876	113177	15873
877	113317	15745
878	113464	15619
879	113600	15491
880	113753	15365
881	113901	15238
882	114040	15110
883	114183	14983
884	114327	14856
885	114485	14730
886	114628	14603
887	114783	14477
888	114945	14351
889	115101	14226
890	115258	14100
891	115398	13971
892	115531	13843
893	115679	13715
894	115834	13589
895	115987	13462
896	116140	13336
897	116296	13209
898	116436	13081
899	116587	12954
900	116737	12826
901	116896	12700
902	117052	12573
903	117196	12445
904	117344	12317
905	117480	12188
906	117615	12059
907	117758	11931
908	117899	11802
909	118039	11674
910	118177	11545
911	118328	11417
912	118458	11287
913	118607	11159
914	118761	11032
915	118909	10904
916	119061	10776
917	119208	10648
918	119358	10520
919	119501	10391
920	119659	10263
921	119805	10135
922	119939	10005
923	120098	9878
924	120228	9748
925	120371	9619
926	120510	9490
927	120670	9362
928	120832	9234
929	120988	9106
930	121136	8977
931	121275	8848
932	121423	8719
933	121584	8591
934	121729	8462
935	121880	8333
936	122029	8204
937	122171	8075
938	122300	7944
939	122461	7816
940	122611	7687
941	122756	7558
942	122897	7428
943	123044	7299
944	123181	7169
945	123322	7039
946	123460	6909
947	123594	6779
948	123738	6649
949	123884	6520
950	124008	6389
951	124149	6259
952	124294	6129
953	124444	6000
954	124601	5871
955	124766	5742
956	124929	5613
957	125105	5484
958	125238	5354
959	125401	5225
960	125532	5094
961	125673	4964
962	125817	4834
963	125958	4703
964	126092	4573
965	126241	4443
966	126372	4312
967	126519	4182
968	126645	4051
969	126791	3921
970	126950	3791
971	127096	3661
972	127234	3530
973	127372	3400
974	127532	3270
975	127673	3139
976	127809	3008
977	127956	2878
978	128089	2747
979	128231	2616
980	128364	2486
981	128501	2355
982	128649	2224
983	128785	2094
984	128926	1963
985	129062	1832
986	129206	1701
987	129360	1571
988	129506	1440
989	129642	1309
990	129785	1178
991	129919	1047
992	130065	916
993	130206	785
994	130341	654
995	130495	524
996	130632	393
997	130772	262
998	130923	131
999	131059	0
