iter	MultiClass
726	1.45624533
727	1.456175107
728	1.456054197
729	1.455950846
730	1.455868217
731	1.45575679
732	1.455685634
733	1.455595946
734	1.455514223
735	1.455416039
736	1.455330006
737	1.455227309
738	1.455157892
739	1.455100017
740	1.454965602
741	1.454883019
742	1.454803962
743	1.454727626
744	1.454617312
745	1.454563984
746	1.454500156
747	1.454413373
748	1.454275088
749	1.454154935
750	1.454055585
751	1.453963566
752	1.453867281
753	1.453774798
754	1.453737639
755	1.453647525
756	1.453541319
757	1.453463284
758	1.453350823
759	1.453250623
760	1.453171519
761	1.45308538
762	1.452997742
763	1.452925833
764	1.452822103
765	1.452764488
766	1.452629075
767	1.452537073
768	1.452433633
769	1.452340599
770	1.452246004
771	1.452175587
772	1.452076071
773	1.452015495
774	1.451928091
775	1.451841828
776	1.451748379
777	1.451670882
778	1.451585127
779	1.451497809
780	1.451378241
781	1.451305713
782	1.45125627
783	1.451169882
784	1.451066955
785	1.450954389
786	1.45090856
787	1.450836987
788	1.450716262
789	1.450622266
790	1.4505671
791	1.450503557
792	1.450308627
793	1.450226292
794	1.450133669
795	1.450042973
796	1.449945894
797	1.44982969
798	1.449723813
799	1.449618639
800	1.449526094
801	1.449428914
802	1.449321837
803	1.449256186
804	1.449177574
805	1.449114518
806	1.449016801
807	1.448978099
808	1.448857059
809	1.44880195
810	1.448706472
811	1.448622406
812	1.448521523
813	1.448413662
814	1.448357367
815	1.448260179
816	1.448158144
817	1.448074313
818	1.447980095
819	1.447868902
820	1.447774328
821	1.447739419
822	1.447675247
823	1.447607272
824	1.447496278
825	1.447429995
826	1.447345005
827	1.447270685
828	1.447206491
829	1.447158091
830	1.44707536
831	1.447025319
832	1.446981392
833	1.446871075
834	1.446772011
835	1.446643638
836	1.446554608
837	1.446512478
838	1.446378399
839	1.446342983
840	1.446295247
841	1.446150457
842	1.446074428
843	1.446000672
844	1.445895627
845	1.445835362
846	1.44575973
847	1.445643339
848	1.445568008
849	1.445511783
850	1.445391491
851	1.445321301
852	1.445230081
853	1.445159089
854	1.445046302
855	1.444992107
856	1.44486526
857	1.444803129
858	1.444731435
859	1.444680735
860	1.444578716
861	1.444501275
862	1.444401424
863	1.444300288
864	1.444182486
865	1.444100527
866	1.444005266
867	1.443918543
868	1.443817371
869	1.44370727
870	1.443584582
871	1.443499219
872	1.443474141
873	1.443387618
874	1.443321409
875	1.44321164
876	1.443104441
877	1.443053923
878	1.442974735
879	1.442868216
880	1.442804692
881	1.442736495
882	1.442569877
883	1.442484586
884	1.44236917
885	1.442268874
886	1.44219709
887	1.442118947
888	1.442054726
889	1.44197489
890	1.441915274
891	1.441845197
892	1.441746712
893	1.441626042
894	1.441538109
895	1.441476141
896	1.441379219
897	1.44129172
898	1.441233054
899	1.441147625
900	1.441068824
901	1.440956563
902	1.440864638
903	1.440738114
904	1.440683702
905	1.440608776
906	1.440510596
907	1.44041372
908	1.440327264
909	1.440247115
910	1.440154446
911	1.440092485
912	1.439988756
913	1.439933722
914	1.439888552
915	1.439799563
916	1.439723507
917	1.439632111
918	1.439564567
919	1.439452145
920	1.439390053
921	1.439274093
922	1.439184295
923	1.439112279
924	1.439003815
925	1.438895124
926	1.438815368
927	1.438731731
928	1.438646098
929	1.438576319
930	1.438478313
931	1.438379893
932	1.438318273
933	1.438259424
934	1.438161897
935	1.43807608
936	1.437998252
937	1.437893557
938	1.437773325
939	1.437735961
940	1.437651319
941	1.437559019
942	1.437490723
943	1.437386908
944	1.437321766
945	1.437220149
946	1.437124897
947	1.437020029
948	1.43693679
949	1.436851098
950	1.436758075
951	1.436650216
952	1.436570414
953	1.436490267
954	1.436422609
955	1.436333529
956	1.436244428
957	1.436198732
958	1.436110697
959	1.436066085
960	1.435947134
961	1.435868949
962	1.435809882
963	1.435745878
964	1.435632762
965	1.435563541
966	1.435514548
967	1.435418681
968	1.435326829
969	1.435251347
970	1.435196853
971	1.435135554
972	1.435070519
973	1.435007828
974	1.434976191
975	1.434907886
976	1.434799818
977	1.434728111
978	1.434643392
979	1.434564621
980	1.434503302
981	1.434404821
982	1.43431073
983	1.434197727
984	1.43411551
985	1.433959423
986	1.433867317
987	1.433801584
988	1.43373041
989	1.433637217
990	1.433591138
991	1.43351613
992	1.43345503
993	1.433395632
994	1.433300217
995	1.433254952
996	1.433193042
997	1.433082084
998	1.432992651
999	1.432881473
