iter	MultiClass
520	1.535240417
521	1.535116947
522	1.534990338
523	1.534882298
524	1.534779871
525	1.534658135
526	1.534574172
527	1.534480842
528	1.53438922
529	1.534282459
530	1.534136108
531	1.53403463
532	1.53391053
533	1.53380721
534	1.533659166
535	1.53356536
536	1.533476195
537	1.533372099
538	1.533239843
539	1.533124639
540	1.532988256
541	1.532879439
542	1.532744036
543	1.53261218
544	1.532471688
545	1.532338932
546	1.532260652
547	1.532189073
548	1.532010702
549	1.531909567
550	1.53179506
551	1.531675964
552	1.531576693
553	1.531495371
554	1.531365169
555	1.53121185
556	1.53110027
557	1.530945266
558	1.530837264
559	1.530653202
560	1.530553606
561	1.530451006
562	1.530330875
563	1.53017668
564	1.530119522
565	1.530040359
566	1.529924966
567	1.52981516
568	1.529693957
569	1.529554915
570	1.529429651
571	1.529308411
572	1.52920892
573	1.529123661
574	1.528963872
575	1.528883887
576	1.528799543
577	1.528687803
578	1.52860211
579	1.52848851
580	1.528384694
581	1.528253567
582	1.528177016
583	1.528105059
584	1.527976535
585	1.527881337
586	1.527785115
587	1.527634663
588	1.527547069
589	1.527387977
590	1.527293344
591	1.527189041
592	1.527119044
593	1.527045996
594	1.526873486
595	1.526764146
596	1.526689416
597	1.526607842
598	1.526521714
599	1.526443748
600	1.526352759
601	1.526278559
602	1.526130342
603	1.525978087
604	1.525883065
605	1.525785258
606	1.525661539
607	1.5254864
608	1.525376738
609	1.525222928
610	1.525127279
611	1.525039747
612	1.524917555
613	1.524819728
614	1.524669409
615	1.524554345
616	1.524451874
617	1.524372522
618	1.524280219
619	1.524195872
620	1.524077764
621	1.523980019
622	1.523867283
623	1.523783916
624	1.523648653
625	1.523572069
626	1.523459081
627	1.523394179
628	1.523258664
629	1.523188683
630	1.523083385
631	1.522993253
632	1.522899809
633	1.522782066
634	1.522723774
635	1.522615794
636	1.522464018
637	1.522382076
638	1.522322179
639	1.522232322
640	1.522150086
641	1.522075903
642	1.522008084
643	1.521891302
644	1.521797627
645	1.521728639
646	1.521644164
647	1.521518155
648	1.521433314
649	1.521332488
650	1.521201501
651	1.521114799
652	1.521013969
653	1.520911906
654	1.520810545
655	1.520705723
656	1.520609801
657	1.520550656
658	1.52045717
659	1.520402417
660	1.520270215
661	1.520184011
662	1.520076721
663	1.519990359
664	1.51982877
665	1.51972116
666	1.519621268
667	1.519502956
668	1.519375454
669	1.519249706
670	1.519152168
671	1.519054944
672	1.518996651
673	1.518947829
674	1.51886396
675	1.518715104
676	1.518642426
677	1.518561292
678	1.518468854
679	1.518350864
680	1.518247463
681	1.518049732
682	1.51787861
683	1.517788306
684	1.517709392
685	1.517649696
686	1.517562287
687	1.51751078
688	1.51740795
689	1.517327525
690	1.517224232
691	1.517132956
692	1.517046365
693	1.516946524
694	1.516856045
695	1.516782133
696	1.516652431
697	1.516562887
698	1.516472085
699	1.51636692
700	1.516284113
701	1.516173591
702	1.516069578
703	1.515945904
704	1.515827007
705	1.515659184
706	1.515496221
707	1.515428422
708	1.515327911
709	1.515229653
710	1.515166835
711	1.515089099
712	1.514988293
713	1.514827309
714	1.514733096
715	1.514635205
716	1.514541126
717	1.514475662
718	1.514373648
719	1.51429017
720	1.514198823
721	1.514066846
722	1.51394196
723	1.513864299
724	1.51372132
725	1.51367139
726	1.513575224
727	1.51342572
728	1.513362527
729	1.513296018
730	1.513200702
731	1.513125867
732	1.513027875
733	1.512963074
734	1.512824183
735	1.51272238
736	1.512597905
737	1.512467892
738	1.512331441
739	1.512241156
740	1.512117396
741	1.512023056
742	1.511920774
743	1.511791067
744	1.511728959
745	1.511601246
746	1.51152854
747	1.51143083
748	1.511334956
749	1.511225598
750	1.511099255
751	1.510975024
752	1.510906711
753	1.510799121
754	1.510730561
755	1.510641622
756	1.510514574
757	1.510446002
758	1.510393443
759	1.510246202
760	1.510148914
761	1.510067534
762	1.509984599
763	1.509883712
764	1.509793096
765	1.509693472
766	1.509585481
767	1.509504553
768	1.509341707
769	1.509247704
770	1.509194819
771	1.509098437
772	1.509009508
773	1.508917525
774	1.508815356
775	1.50869065
776	1.50856976
777	1.508471617
778	1.508362105
779	1.508278215
780	1.508156573
781	1.508037011
782	1.507895086
783	1.507804557
784	1.50771777
785	1.507593188
786	1.507492689
787	1.507388334
788	1.507264896
789	1.507181221
790	1.507042323
791	1.506927646
792	1.506840439
793	1.506805655
794	1.50672303
795	1.506663444
796	1.506544171
797	1.506453544
798	1.506310425
799	1.506204741
800	1.506090756
801	1.505948163
802	1.505880525
803	1.505804082
804	1.505742831
805	1.5055996
806	1.50551191
807	1.505419125
808	1.505347297
809	1.505248326
810	1.505105879
811	1.505005223
812	1.504941138
813	1.504831908
814	1.504703836
815	1.504597019
816	1.504519416
817	1.504416524
818	1.504322138
819	1.504162874
820	1.504096666
821	1.504018028
822	1.503949673
823	1.5038266
824	1.503746951
825	1.503675727
826	1.503552093
827	1.503429814
828	1.503349269
829	1.503261614
830	1.503167772
831	1.503108897
832	1.503028178
833	1.502941146
834	1.502847936
835	1.502791219
836	1.502678534
837	1.502598772
838	1.502497692
839	1.502404659
840	1.502316246
841	1.502234647
842	1.502100187
843	1.502004802
844	1.501889478
845	1.501781793
846	1.501677786
847	1.501571526
848	1.50148161
849	1.501371247
850	1.50125391
851	1.501167868
852	1.501071487
853	1.500998778
854	1.500937005
855	1.500852356
856	1.500741681
857	1.5006748
858	1.500600207
859	1.500466839
860	1.500360262
861	1.500284885
862	1.500179817
863	1.500119582
864	1.500050521
865	1.499962387
866	1.499868109
867	1.499758195
868	1.499672697
869	1.49955119
870	1.499468942
871	1.499387303
872	1.499285954
873	1.499207614
874	1.499088549
875	1.499024621
876	1.498951051
877	1.498873483
878	1.498744817
879	1.498639816
880	1.498563254
881	1.498481021
882	1.498387034
883	1.498304156
884	1.498182241
885	1.498118611
886	1.49800993
887	1.497941219
888	1.497840882
889	1.497767854
890	1.497697507
891	1.49761656
892	1.497557533
893	1.497491142
894	1.497413797
895	1.497334545
896	1.497254094
897	1.497169408
898	1.497043663
899	1.496974692
900	1.496915718
901	1.496854108
902	1.496792082
903	1.496714174
904	1.496613164
905	1.496564289
906	1.4964946
907	1.496416295
908	1.496338882
909	1.496274613
910	1.496194728
911	1.496121378
912	1.496045075
913	1.495969044
914	1.495903936
915	1.495815388
916	1.495718605
917	1.495658431
918	1.495549567
919	1.495477824
920	1.495419166
921	1.495310888
922	1.495201618
923	1.495094227
924	1.495002174
925	1.49490938
926	1.49484795
927	1.494758461
928	1.494626236
929	1.494531604
930	1.494443423
931	1.494338792
932	1.49427887
933	1.494155284
934	1.49406097
935	1.493981091
936	1.493886379
937	1.493801923
938	1.49371936
939	1.493579788
940	1.493505506
941	1.493385487
942	1.493312548
943	1.493220364
944	1.493143572
945	1.493062019
946	1.492984191
947	1.49291499
948	1.492808965
949	1.492704147
950	1.492632316
951	1.492541097
952	1.492440186
953	1.492380138
954	1.492309456
955	1.49226823
956	1.49221408
957	1.492130671
958	1.492029521
959	1.491919261
960	1.491819845
961	1.491736186
962	1.491639913
963	1.491547209
964	1.491481471
965	1.491376027
966	1.491245215
967	1.491090563
968	1.491030466
969	1.490934144
970	1.490815639
971	1.490731907
972	1.490648187
973	1.490538955
974	1.490467619
975	1.490373697
976	1.49031618
977	1.490181085
978	1.490128592
979	1.490054471
980	1.489954966
981	1.489889755
982	1.489804414
983	1.489741854
984	1.48966163
985	1.489610415
986	1.489541714
987	1.48948765
988	1.4893553
989	1.48924338
990	1.489160347
991	1.489110336
992	1.489043692
993	1.488942653
994	1.488868661
995	1.488772697
996	1.488710615
997	1.488639632
998	1.488563869
999	1.488502001
